RF-CAT,SEXO,IDA-MÉD,TC,NC,TO,ME,TURNO,ANO,AE
"0,5",M,27.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,27.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,27.0,TÉC,SJ,SUB,P,NOT,2022,1
"0,5",M,27.0,TÉC,SJ,SUB,P,NOT,2022,1
"0,5",M,27.0,TÉC,TI,SUB,P,NOT,2022,1
"0,5",M,27.0,TÉC,TA,SUB,P,NOT,2022,0
"0,5",M,27.0,TÉC,TA,SUB,P,NOT,2022,0
"0,5",M,27.0,TÉC,TA,SUB,P,NOT,2022,1
"0,5",M,32.0,EST,THL,NSA,D,NSA,2022,1
"0,5",M,32.0,EST,THL,NSA,D,NSA,2022,1
"0,5",M,32.0,EST,THL,NSA,D,NSA,2022,1
"0,5",M,32.0,TÉC,CE,SUB,D,NSA,2022,0
"0,5",M,32.0,TÉC,CE,SUB,D,NSA,2022,1
"0,5",M,32.0,TÉC,GT,SUB,P,VES,2022,1
"0,5",M,32.0,TÉC,SJ,SUB,P,NOT,2022,0
"0,5",M,32.0,TÉC,SJ,SUB,P,NOT,2022,1
"0,5",M,32.0,TÉC,TI,SUB,P,NOT,2022,1
"0,5",M,32.0,TÉC,TA,SUB,P,NOT,2022,0
"0,5",M,32.0,TÉC,TA,SUB,P,NOT,2022,1
"0,5",M,37.0,EST,THL,NSA,D,NSA,2022,0
"0,5",M,37.0,EST,THL,NSA,D,NSA,2022,0
"0,5",M,37.0,EST,THL,NSA,D,NSA,2022,0
"0,5",M,37.0,EST,THL,NSA,D,NSA,2022,1
"0,5",M,37.0,EST,THL,NSA,D,NSA,2022,1
"0,5",M,37.0,EST,THL,NSA,D,NSA,2022,1
"0,5",M,37.0,TÉC,CE,SUB,D,NSA,2022,0
"0,5",M,37.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,37.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,37.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,37.0,TÉC,GT,SUB,P,INT,2022,1
"0,5",M,37.0,TÉC,GT,SUB,P,INT,2022,1
"0,5",M,37.0,TÉC,GT,SUB,P,INT,2022,1
"0,5",M,37.0,TÉC,SJ,SUB,P,NOT,2022,0
"0,5",M,37.0,TÉC,TI,SUB,P,NOT,2022,0
"0,5",M,37.0,TÉC,TA,SUB,P,NOT,2022,0
"0,5",M,37.0,TÉC,TA,SUB,P,NOT,2022,0
"0,5",M,37.0,TÉC,TA,SUB,P,NOT,2022,0
"0,5",M,37.0,TÉC,TA,SUB,P,VES,2022,1
"0,5",M,42.0,EST,THL,NSA,D,NSA,2022,0
"0,5",M,42.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,42.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,42.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,42.0,TÉC,TI,SUB,P,NOT,2022,0
"0,5",M,47.0,TÉC,CE,SUB,D,NSA,2022,1
"0,5",M,47.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,47.0,TÉC,SJ,SUB,P,VES,2022,0
"0,5",M,52.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,52.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,57.0,EST,THL,NSA,D,NSA,2022,1
1,F,17.0,TÉC,SJ,INT,P,INT,2022,0
1,F,17.0,TÉC,SJ,INT,P,INT,2022,0
1,F,17.0,TÉC,SJ,INT,P,INT,2022,0
1,F,17.0,TÉC,SJ,INT,P,INT,2022,0
1,F,17.0,TÉC,SJ,INT,P,INT,2022,0
1,F,17.0,TÉC,SJ,INT,P,INT,2022,0
1,F,17.0,TÉC,SJ,INT,P,INT,2022,0
1,F,17.0,TÉC,SJ,INT,P,INT,2022,0
1,F,22.0,TÉC,CE,SUB,D,NSA,2022,0
1,F,22.0,TÉC,CE,SUB,D,NSA,2022,1
1,F,22.0,TÉC,CE,SUB,D,NSA,2022,1
1,F,22.0,TÉC,GT,SUB,P,VES,2022,0
1,F,22.0,TÉC,GT,SUB,P,VES,2022,1
1,F,22.0,TÉC,SJ,INT,P,INT,2022,0
1,F,22.0,TÉC,SJ,INT,P,INT,2022,1
1,F,22.0,TÉC,SJ,SUB,P,NOT,2022,0
1,F,22.0,TÉC,SJ,SUB,P,NOT,2022,1
1,F,22.0,TÉC,TI,SUB,P,NOT,2022,1
1,F,27.0,TÉC,CE,SUB,D,NSA,2022,1
1,F,27.0,TÉC,CE,SUB,D,NSA,2022,1
1,F,27.0,TÉC,GT,SUB,P,INT,2022,0
1,F,27.0,TÉC,GT,SUB,P,INT,2022,0
1,F,27.0,TÉC,GT,SUB,P,INT,2022,1
1,F,27.0,TÉC,GT,SUB,P,INT,2022,1
1,F,27.0,TÉC,GT,SUB,P,INT,2022,1
1,F,27.0,TÉC,GT,SUB,P,INT,2022,1
1,F,27.0,TÉC,SJ,SUB,P,NOT,2022,1
1,F,27.0,TÉC,SJ,SUB,P,NOT,2022,1
1,F,27.0,TÉC,SJ,SUB,P,NOT,2022,1
1,F,27.0,TÉC,SJ,SUB,P,NOT,2022,1
1,F,27.0,TÉC,SJ,SUB,P,NOT,2022,1
1,F,32.0,EST,THL,NSA,D,NSA,2022,0
1,F,32.0,EST,THL,NSA,D,NSA,2022,0
1,F,32.0,TÉC,GT,SUB,P,INT,2022,0
1,F,32.0,TÉC,GT,SUB,P,INT,2022,0
1,F,32.0,TÉC,GT,SUB,P,INT,2022,0
1,F,32.0,TÉC,GT,SUB,P,INT,2022,0
1,F,32.0,TÉC,GT,SUB,P,INT,2022,1
1,F,32.0,TÉC,SJ,SUB,P,NOT,2022,1
1,F,32.0,TÉC,SJ,SUB,P,NOT,2022,1
1,F,32.0,TÉC,SJ,SUB,P,VES,2022,1
1,F,32.0,TÉC,TI,SUB,P,NOT,2022,0
1,F,37.0,TÉC,GT,SUB,P,INT,2022,0
1,F,37.0,TÉC,GT,SUB,P,INT,2022,0
1,F,37.0,TÉC,GT,SUB,P,INT,2022,0
1,F,37.0,TÉC,GT,SUB,P,INT,2022,0
1,F,37.0,TÉC,GT,SUB,P,INT,2022,0
1,F,37.0,TÉC,GT,SUB,P,VES,2022,1
1,F,37.0,TÉC,SJ,SUB,P,NOT,2022,0
1,F,37.0,TÉC,TI,SUB,P,NOT,2022,0
1,F,37.0,TÉC,TI,SUB,P,NOT,2022,0
1,F,42.0,TÉC,CE,SUB,D,NSA,2022,0
1,F,42.0,TÉC,GT,SUB,P,INT,2022,0
1,F,42.0,TÉC,SJ,SUB,P,NOT,2022,0
1,F,42.0,TÉC,SJ,SUB,P,NOT,2022,1
1,F,42.0,TÉC,SJ,SUB,P,NOT,2022,1
1,F,42.0,TÉC,TI,SUB,P,NOT,2022,1
1,F,47.0,TÉC,GT,SUB,P,VES,2022,1
1,F,47.0,TÉC,GT,SUB,P,VES,2022,1
1,F,47.0,TÉC,SJ,SUB,P,NOT,2022,1
1,F,47.0,TÉC,SJ,INT,P,INT,2022,1
1,F,47.0,TÉC,TI,SUB,P,NOT,2022,1
1,F,52.0,EST,THL,NSA,D,NSA,2022,1
1,F,52.0,TÉC,GT,SUB,P,INT,2022,1
1,F,57.0,TÉC,GT,SUB,P,INT,2022,0
1,F,57.0,TÉC,GT,SUB,P,INT,2022,1
1,M,17.0,TÉC,SJ,INT,P,INT,2022,0
1,M,17.0,TÉC,SJ,INT,P,INT,2022,0
1,M,17.0,TÉC,SJ,INT,P,INT,2022,0
1,M,22.0,TÉC,CE,SUB,D,NSA,2022,0
1,M,22.0,TÉC,CE,SUB,D,NSA,2022,1
1,M,22.0,TÉC,GT,SUB,P,INT,2022,0
1,M,22.0,TÉC,GT,SUB,P,INT,2022,1
1,M,22.0,TÉC,GT,SUB,P,INT,2022,1
1,M,22.0,TÉC,SJ,INT,P,INT,2022,0
1,M,22.0,TÉC,SJ,INT,P,INT,2022,0
1,M,22.0,TÉC,SJ,INT,P,INT,2022,1
1,M,22.0,TÉC,SJ,SUB,P,NOT,2022,1
1,M,22.0,TÉC,TA,SUB,P,NOT,2022,0
1,M,27.0,EST,THL,NSA,D,NSA,2022,0
1,M,27.0,TÉC,GT,SUB,P,INT,2022,0
1,M,27.0,TÉC,GT,SUB,P,INT,2022,0
1,M,27.0,TÉC,GT,SUB,P,INT,2022,1
1,M,27.0,TÉC,SJ,SUB,P,NOT,2022,1
1,M,27.0,TÉC,SJ,SUB,P,NOT,2022,1
1,M,27.0,TÉC,SJ,SUB,P,NOT,2022,1
1,M,27.0,TÉC,SJ,SUB,P,NOT,2022,1
1,M,27.0,TÉC,TI,SUB,P,NOT,2022,1
1,M,32.0,EST,THL,NSA,D,NSA,2022,1
1,M,32.0,TÉC,GT,SUB,P,INT,2022,0
1,M,32.0,TÉC,SJ,SUB,P,VES,2022,0
1,M,32.0,TÉC,TI,SUB,P,NOT,2022,0
1,M,32.0,TÉC,TA,SUB,P,NOT,2022,0
1,M,32.0,TÉC,TA,SUB,P,NOT,2022,0
1,M,37.0,TÉC,GT,SUB,P,INT,2022,0
1,M,37.0,TÉC,GT,SUB,P,INT,2022,1
1,M,37.0,TÉC,TI,SUB,P,NOT,2022,0
1,M,37.0,TÉC,TA,SUB,P,NOT,2022,1
1,M,42.0,TÉC,CE,SUB,D,NSA,2022,1
1,M,42.0,TÉC,TI,SUB,P,NOT,2022,0
1,M,47.0,TÉC,GT,SUB,P,INT,2022,0
1,M,47.0,TÉC,GT,SUB,P,INT,2022,0
1,M,47.0,TÉC,TA,SUB,P,NOT,2022,1
1,M,52.0,EST,THL,NSA,D,NSA,2022,1
1,M,52.0,TÉC,GT,SUB,P,INT,2022,1
1,M,52.0,TÉC,GT,SUB,P,VES,2022,1
1,M,57.0,EST,THL,NSA,D,NSA,2022,1
1,M,62.0,EST,THL,NSA,D,NSA,2022,0
1,M,62.0,TÉC,TI,SUB,P,NOT,2022,1
"1,5",F,17.0,TÉC,SJ,INT,P,INT,2022,0
"1,5",F,22.0,TÉC,CE,SUB,D,NSA,2022,1
"1,5",F,22.0,TÉC,CE,SUB,D,NSA,2022,1
"1,5",F,22.0,TÉC,SJ,SUB,P,NOT,2022,1
"1,5",F,27.0,TÉC,GT,SUB,P,INT,2022,0
"1,5",F,27.0,TÉC,TI,SUB,P,NOT,2022,1
"1,5",F,42.0,TÉC,GT,SUB,P,INT,2022,0
"1,5",F,42.0,TÉC,SJ,SUB,P,NOT,2022,1
"1,5",F,42.0,TÉC,TA,SUB,P,NOT,2022,1
"1,5",M,17.0,TÉC,SJ,INT,P,INT,2022,0
"1,5",M,17.0,TÉC,SJ,INT,P,INT,2022,0
"1,5",M,17.0,TÉC,SJ,INT,P,INT,2022,1
"1,5",M,22.0,TÉC,CE,SUB,D,NSA,2022,0
"1,5",M,27.0,TÉC,GT,SUB,P,INT,2022,0
"1,5",M,27.0,TÉC,TA,SUB,P,VES,2022,1
"1,5",M,32.0,EST,THL,NSA,D,NSA,2022,0
"1,5",M,32.0,TÉC,SJ,SUB,P,NOT,2022,1
"1,5",M,37.0,EST,THL,NSA,D,NSA,2022,1
"1,5",M,37.0,TÉC,GT,SUB,P,INT,2022,0
"1,5",M,42.0,EST,THL,NSA,D,NSA,2022,1
"1,5",M,42.0,TÉC,GT,SUB,P,INT,2022,0
"1,5",M,42.0,TÉC,SJ,SUB,P,NOT,2022,1
"1,5",M,47.0,EST,THL,NSA,D,NSA,2022,1
"1,5",M,47.0,TÉC,GT,SUB,P,VES,2022,0
"1,5",M,47.0,TÉC,SJ,SUB,P,NOT,2022,0
"1,5",M,52.0,TÉC,CE,SUB,D,NSA,2022,1
"1,5",M,57.0,TÉC,TI,SUB,P,NOT,2022,0
"2,5",F,17.0,TÉC,SJ,INT,P,INT,2022,0
"2,5",F,17.0,TÉC,SJ,INT,P,INT,2022,0
"2,5",F,22.0,TÉC,SJ,SUB,P,NOT,2022,1
"2,5",F,22.0,TÉC,SJ,INT,P,INT,2022,0
"2,5",F,27.0,TÉC,GT,SUB,P,INT,2022,0
"2,5",F,27.0,TÉC,GT,SUB,P,INT,2022,0
"2,5",F,27.0,TÉC,SJ,SUB,P,NOT,2022,1
"2,5",F,32.0,TÉC,GT,SUB,P,INT,2022,0
"2,5",F,32.0,TÉC,GT,SUB,P,INT,2022,0
"2,5",F,32.0,TÉC,SJ,SUB,P,NOT,2022,0
"2,5",F,32.0,TÉC,TI,SUB,P,NOT,2022,0
"2,5",F,32.0,TÉC,TI,SUB,P,NOT,2022,1
"2,5",F,37.0,EST,THL,NSA,D,NSA,2022,0
"2,5",F,37.0,TÉC,SJ,SUB,P,NOT,2022,1
"2,5",F,42.0,EST,THL,NSA,D,NSA,2022,1
"2,5",F,42.0,EST,THL,NSA,D,NSA,2022,1
"2,5",F,42.0,TÉC,GT,SUB,P,INT,2022,0
"2,5",F,47.0,EST,THL,NSA,D,NSA,2022,0
"2,5",F,47.0,EST,THL,NSA,D,NSA,2022,1
"2,5",F,47.0,TÉC,CE,SUB,D,NSA,2022,1
"2,5",F,52.0,EST,THL,NSA,D,NSA,2022,0
"2,5",M,27.0,TÉC,GT,SUB,P,INT,2022,0
"2,5",M,27.0,TÉC,GT,SUB,P,INT,2022,1
"2,5",M,32.0,EST,THL,NSA,D,NSA,2022,0
"2,5",M,32.0,TÉC,GT,SUB,P,INT,2022,0
"2,5",M,32.0,TÉC,TI,SUB,P,NOT,2022,1
"2,5",M,42.0,TÉC,GT,SUB,P,INT,2022,0
"2,5",M,42.0,TÉC,GT,SUB,P,INT,2022,0
"3,5",F,27.0,TÉC,SJ,SUB,P,NOT,2022,0
"3,5",F,37.0,EST,THL,NSA,D,NSA,2022,1
"3,5",F,37.0,TÉC,GT,SUB,P,INT,2022,0
"3,5",F,37.0,TÉC,TI,SUB,P,NOT,2022,0
"3,5",F,42.0,TÉC,CE,SUB,D,NSA,2022,0
"3,5",F,42.0,TÉC,GT,SUB,P,INT,2022,0
"3,5",M,27.0,TÉC,CE,SUB,D,NSA,2022,0
"3,5",M,27.0,TÉC,GT,SUB,P,INT,2022,0
"3,5",M,37.0,TÉC,TI,SUB,P,NOT,2022,0
"3,5",M,42.0,TÉC,TI,SUB,P,NOT,2022,0
5,F,17.0,TÉC,SJ,INT,P,INT,2022,0
5,F,22.0,TÉC,SJ,SUB,P,NOT,2022,1
5,F,27.0,TÉC,GT,SUB,P,INT,2022,1
5,F,32.0,TÉC,CE,SUB,D,NSA,2022,1
5,F,37.0,TÉC,TI,SUB,P,NOT,2022,0
5,F,42.0,EST,THL,NSA,D,NSA,2022,0
5,F,47.0,TÉC,TI,SUB,P,NOT,2022,0
5,M,17.0,TÉC,SJ,INT,P,INT,2022,0
5,M,27.0,TÉC,GT,SUB,P,INT,2022,0
5,M,32.0,TÉC,GT,SUB,P,INT,2022,1
5,M,37.0,TÉC,GT,SUB,P,INT,2022,0
5,M,37.0,TÉC,TA,SUB,P,NOT,2022,0
5,M,42.0,TÉC,SJ,SUB,P,NOT,2022,0
5,M,47.0,EST,THL,NSA,D,NSA,2022,1
5,M,52.0,TÉC,GT,SUB,P,INT,2022,1
5,M,57.0,EST,THL,NSA,D,NSA,2022,1
5,M,57.0,TÉC,GT,SUB,P,VES,2022,0
ND,F,17.0,TÉC,SJ,INT,P,INT,2022,0
ND,F,17.0,TÉC,SJ,INT,P,INT,2022,0
ND,F,22.0,EST,THL,NSA,D,NSA,2022,0
ND,F,22.0,TÉC,GT,SUB,P,INT,2022,0
ND,F,22.0,TÉC,GT,SUB,P,INT,2022,1
ND,F,22.0,TÉC,TA,SUB,P,NOT,2022,0
ND,F,27.0,EST,THL,NSA,D,NSA,2022,1
ND,F,27.0,TÉC,GT,SUB,P,INT,2022,0
ND,F,27.0,TÉC,GT,SUB,P,INT,2022,0
ND,F,32.0,EST,THL,NSA,D,NSA,2022,0
ND,F,32.0,EST,THL,NSA,D,NSA,2022,0
ND,F,32.0,EST,THL,NSA,D,NSA,2022,1
ND,F,32.0,TÉC,CE,SUB,D,NSA,2022,1
ND,F,37.0,EST,THL,NSA,D,NSA,2022,1
ND,F,37.0,TÉC,CE,SUB,D,NSA,2022,0
ND,F,37.0,TÉC,CE,SUB,D,NSA,2022,1
ND,F,37.0,TÉC,GT,SUB,P,INT,2022,0
ND,F,37.0,TÉC,TI,SUB,P,NOT,2022,1
ND,F,42.0,EST,THL,NSA,D,NSA,2022,0
ND,F,47.0,TÉC,CE,SUB,D,NSA,2022,0
ND,F,47.0,TÉC,CE,SUB,D,NSA,2022,0
ND,F,52.0,EST,THL,NSA,D,NSA,2022,1
ND,F,57.0,TÉC,GT,SUB,P,INT,2022,0
ND,M,17.0,TÉC,CE,SUB,D,NSA,2022,0
ND,M,17.0,TÉC,SJ,INT,P,INT,2022,0
ND,M,17.0,TÉC,SJ,INT,P,INT,2022,0
ND,M,22.0,TÉC,CE,SUB,D,NSA,2022,1
ND,M,22.0,TÉC,GT,SUB,P,INT,2022,0
ND,M,22.0,TÉC,GT,SUB,P,VES,2022,1
ND,M,22.0,TÉC,SJ,SUB,P,NOT,2022,1
ND,M,22.0,TÉC,SJ,SUB,P,VES,2022,1
ND,M,27.0,EST,THL,NSA,D,NSA,2022,0
ND,M,27.0,TÉC,CE,SUB,D,NSA,2022,1
ND,M,27.0,TÉC,TI,SUB,P,NOT,2022,1
ND,M,32.0,EST,THL,NSA,D,NSA,2022,0
ND,M,32.0,TÉC,GT,SUB,P,INT,2022,0
ND,F,22.0,TÉC,SJ,INT,P,INT,2022,1
ND,M,32.0,TÉC,TA,SUB,P,NOT,2022,1
ND,M,37.0,TÉC,CE,SUB,D,NSA,2022,0
ND,M,37.0,TÉC,GT,SUB,P,INT,2022,0
ND,M,37.0,TÉC,GT,SUB,P,INT,2022,1
ND,M,42.0,TÉC,GT,SUB,P,INT,2022,1
ND,M,42.0,TÉC,GT,SUB,P,INT,2022,1
ND,M,42.0,TÉC,TA,SUB,P,NOT,2022,1
ND,M,47.0,EST,THL,NSA,D,NSA,2022,0
ND,M,47.0,TÉC,GT,SUB,P,INT,2022,0
ND,M,47.0,TÉC,GT,SUB,P,INT,2022,0
ND,M,47.0,TÉC,SJ,SUB,P,NOT,2022,1
ND,M,47.0,TÉC,SJ,SUB,P,NOT,2022,1
ND,M,57.0,TÉC,GT,SUB,P,INT,2022,1
ND,M,57.0,TÉC,TA,SUB,P,NOT,2022,1
ND,M,62.0,EST,THL,NSA,D,NSA,2022,0
1,F,42.0,TÉC,SJ,SUB,P,VES,2022,0
1,F,42.0,TÉC,SJ,SUB,P,VES,2022,1
"0,5",M,32.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,32.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,32.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,32.0,TÉC,GT,SUB,P,INT,2022,1
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2022,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2022,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2022,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2022,0
"0,5",F,22.0,TÉC,CE,SUB,D,NSA,2022,0
"0,5",F,22.0,TÉC,GT,SUB,P,VES,2022,0
"0,5",F,22.0,TÉC,SJ,INT,P,INT,2022,0
"0,5",F,22.0,TÉC,SJ,INT,P,INT,2022,0
"0,5",F,22.0,TÉC,SJ,INT,P,INT,2022,1
"0,5",F,22.0,TÉC,SJ,SUB,P,NOT,2022,0
"0,5",F,22.0,TÉC,SJ,SUB,P,VES,2022,1
"0,5",F,27.0,TÉC,GT,SUB,P,VES,2022,1
"0,5",F,27.0,TÉC,SJ,SUB,P,VES,2022,1
"0,5",F,32.0,EST,THL,NSA,D,NSA,2022,1
"0,5",F,32.0,EST,THL,NSA,D,NSA,2022,1
"0,5",F,32.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",F,32.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",F,32.0,TÉC,GT,SUB,P,INT,2022,1
"0,5",F,37.0,EST,THL,NSA,D,NSA,2022,0
"0,5",F,37.0,EST,THL,NSA,D,NSA,2022,1
"0,5",F,37.0,EST,THL,NSA,D,NSA,2022,1
"0,5",F,37.0,TÉC,CE,SUB,D,NSA,2022,1
"0,5",F,42.0,TÉC,SJ,SUB,P,NOT,2022,0
"0,5",F,47.0,TÉC,SJ,SUB,P,NOT,2022,1
"0,5",F,47.0,TÉC,TI,SUB,P,NOT,2022,1
"0,5",M,22.0,TÉC,CE,SUB,D,NSA,2022,0
"0,5",M,22.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,22.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,22.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,22.0,TÉC,GT,SUB,P,VES,2022,0
"0,5",M,22.0,TÉC,SJ,INT,P,INT,2022,0
"0,5",M,22.0,TÉC,SJ,INT,P,INT,2022,0
"0,5",M,22.0,TÉC,SJ,INT,P,INT,2022,1
"0,5",M,22.0,TÉC,SJ,SUB,P,NOT,2022,0
"0,5",M,22.0,TÉC,SJ,SUB,P,NOT,2022,1
"0,5",M,27.0,TÉC,CE,SUB,D,NSA,2022,1
"0,5",M,27.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,27.0,TÉC,GT,SUB,P,INT,2022,1
"0,5",M,27.0,TÉC,SJ,SUB,P,VES,2022,1
"0,5",M,27.0,TÉC,TI,SUB,P,NOT,2022,1
"0,5",M,32.0,EST,THL,NSA,D,NSA,2022,0
"0,5",M,32.0,TÉC,CE,SUB,D,NSA,2022,1
"0,5",M,32.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,37.0,EST,THL,NSA,D,NSA,2022,0
"0,5",M,37.0,TÉC,TI,SUB,P,NOT,2022,0
"0,5",M,37.0,TÉC,TI,SUB,P,NOT,2022,1
"0,5",M,37.0,TÉC,TI,SUB,P,NOT,2022,1
"0,5",M,42.0,TÉC,CE,SUB,D,NSA,2022,0
"0,5",M,42.0,TÉC,GT,SUB,P,INT,2022,0
"0,5",M,42.0,TÉC,TI,SUB,P,NOT,2022,1
"0,5",M,47.0,TÉC,TA,SUB,P,NOT,2022,1
1,F,17.0,TÉC,SJ,INT,P,INT,2022,0
1,F,22.0,TÉC,SJ,INT,P,INT,2022,0
1,F,22.0,TÉC,SJ,SUB,P,VES,2022,1
1,F,27.0,EST,THL,NSA,D,NSA,2022,1
1,F,27.0,TÉC,TA,SUB,P,NOT,2022,1
1,F,32.0,EST,THL,NSA,D,NSA,2022,1
1,F,32.0,TÉC,SJ,SUB,P,NOT,2022,1
1,F,37.0,TÉC,TI,SUB,P,NOT,2022,1
1,F,42.0,TÉC,CE,SUB,D,NSA,2022,1
1,F,42.0,TÉC,SJ,SUB,P,NOT,2022,1
1,F,47.0,EST,THL,NSA,D,NSA,2022,0
1,F,52.0,EST,THL,NSA,D,NSA,2022,0
1,F,62.0,EST,THL,NSA,D,NSA,2022,0
1,M,22.0,TÉC,CE,SUB,D,NSA,2022,1
1,M,27.0,EST,THL,NSA,D,NSA,2022,0
1,M,27.0,TÉC,GT,SUB,P,INT,2022,0
1,M,27.0,TÉC,GT,SUB,P,INT,2022,0
1,M,27.0,TÉC,GT,SUB,P,INT,2022,0
1,M,27.0,TÉC,GT,SUB,P,INT,2022,1
1,M,27.0,TÉC,GT,SUB,P,VES,2022,1
1,M,27.0,TÉC,SJ,SUB,P,NOT,2022,0
1,M,27.0,TÉC,TA,SUB,P,NOT,2022,1
1,M,32.0,EST,THL,NSA,D,NSA,2022,1
1,M,37.0,TÉC,GT,SUB,P,INT,2022,0
1,M,42.0,TÉC,GT,SUB,P,INT,2022,0
"1,5",F,22.0,TÉC,CE,SUB,D,NSA,2022,0
"1,5",F,22.0,TÉC,GT,SUB,P,INT,2022,1
"1,5",F,27.0,EST,THL,NSA,D,NSA,2022,0
"1,5",F,32.0,TÉC,CE,SUB,D,NSA,2022,1
"1,5",F,32.0,TÉC,GT,SUB,P,INT,2022,0
"1,5",M,32.0,TÉC,GT,SUB,P,INT,2022,0
"1,5",M,32.0,TÉC,SJ,SUB,P,NOT,2022,1
"1,5",M,42.0,TÉC,GT,SUB,P,INT,2022,0
"1,5",M,47.0,EST,THL,NSA,D,NSA,2022,0
"2,5",F,22.0,TÉC,SJ,INT,P,INT,2022,1
"2,5",M,22.0,TÉC,GT,SUB,P,INT,2022,0
"2,5",M,27.0,TÉC,GT,SUB,P,INT,2022,0
"2,5",M,37.0,TÉC,GT,SUB,P,INT,2022,0
"2,5",M,42.0,TÉC,GT,SUB,P,INT,2022,1
"2,5",M,42.0,TÉC,GT,SUB,P,VES,2022,0
"2,5",M,52.0,TÉC,GT,SUB,P,INT,2022,0
"3,5",M,37.0,TÉC,TI,SUB,P,NOT,2022,1
5,F,37.0,EST,THL,NSA,D,NSA,2022,0
5,F,52.0,EST,THL,NSA,D,NSA,2022,1
5,F,62.0,EST,THL,NSA,D,NSA,2022,0
5,M,37.0,TÉC,SJ,SUB,P,VES,2022,1
5,M,37.0,TÉC,TI,SUB,P,NOT,2022,1
ND,F,22.0,EST,THL,NSA,D,NSA,2022,0
ND,F,22.0,TÉC,CE,SUB,D,NSA,2022,0
ND,F,32.0,TÉC,TI,SUB,P,NOT,2022,1
ND,F,37.0,EST,THL,NSA,D,NSA,2022,1
ND,M,27.0,TÉC,TI,SUB,P,NOT,2022,1
ND,M,27.0,TÉC,TA,SUB,P,NOT,2022,0
ND,M,27.0,TÉC,TA,SUB,P,NOT,2022,1
ND,M,37.0,TÉC,SJ,SUB,P,NOT,2022,1
ND,M,37.0,TÉC,SJ,SUB,P,NOT,2022,1
ND,M,42.0,EST,THL,NSA,D,NSA,2022,1
ND,M,42.0,TÉC,TA,SUB,P,NOT,2022,0
ND,M,57.0,EST,THL,NSA,D,NSA,2022,1
ND,M,57.0,TÉC,TI,SUB,P,NOT,2022,1
ND,M,32.0,TÉC,SJ,SUB,P,NOT,2022,0
"0,5",F,47.0,TÉC,GT,SUB,P,VES,2022,1
ND,F,27.0,TÉC,GT,SUB,P,INT,2023,0
ND,M,27.0,FIC,CTUCAL,NSA,P,MAT,2023,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2023,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2023,0
"0,5",F,17.0,TÉC,SJ,INT,P,INT,2023,0
"0,5",F,17.0,TÉC,SJ,PROINT,P,INT,2023,0
"0,5",F,17.0,TÉC,SJ,PROINT,P,INT,2023,0
"0,5",F,22.0,TÉC,CE,PROSUB,D,NSA,2023,0
"0,5",F,22.0,TÉC,CE,PROSUB,D,NSA,2023,0
"0,5",F,22.0,TÉC,CE,PROSUB,D,NSA,2023,1
"0,5",F,22.0,TÉC,CE,SUB,D,NSA,2023,1
"0,5",F,22.0,TÉC,GT,SUB,P,VES,2023,0
"0,5",F,22.0,TÉC,GT,SUB,P,INT,2023,0
"0,5",F,22.0,TÉC,SJ,SUB,D,NSA,2023,1
"0,5",F,22.0,TÉC,TA,SUB,P,NOT,2023,0
"0,5",F,27.0,EST,THL,NSA,D,NSA,2023,0
"0,5",F,27.0,EST,THL,NSA,D,NSA,2023,0
"0,5",F,27.0,TÉC,CE,PROSUB,D,NSA,2023,1
"0,5",F,27.0,TÉC,CE,PROSUB,D,NSA,2023,1
"0,5",F,27.0,TÉC,GT,SUB,P,INT,2023,0
"0,5",F,27.0,TÉC,GT,SUB,P,INT,2023,0
"0,5",F,27.0,TÉC,GT,SUB,P,INT,2023,0
"0,5",F,27.0,TÉC,SJ,SUB,D,NSA,2023,0
"0,5",F,27.0,TÉC,SJ,SUB,D,NSA,2023,1
