CR,RF,RF-CAT,SEXO,IDA-MÉD,TC,NC,TO,ME,TURNO,TC-NC-TO,NC-ME,NC-TURNO,ANO,AE
PAR,1.5,"1,5",M,57.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,NÃO
PAR,2.5,"2,5",F,17.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PAR,2.5,"2,5",F,17.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PAR,2.5,"2,5",F,22.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,SIM
PAR,2.5,"2,5",F,22.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PAR,2.5,"2,5",F,27.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,2.5,"2,5",F,27.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,2.5,"2,5",F,27.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,SIM
PAR,2.5,"2,5",F,32.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,2.5,"2,5",F,32.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,2.5,"2,5",F,32.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,NÃO
PAR,2.5,"2,5",F,32.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,NÃO
PAR,2.5,"2,5",F,32.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,SIM
PAR,2.5,"2,5",F,37.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PAR,2.5,"2,5",F,37.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,SIM
PAR,2.5,"2,5",F,42.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,SIM
PAR,2.5,"2,5",F,42.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,SIM
PAR,2.5,"2,5",F,42.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,2.5,"2,5",F,47.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PAR,2.5,"2,5",F,47.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,SIM
PAR,2.5,"2,5",F,47.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,SIM
PAR,2.5,"2,5",F,52.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PAR,2.5,"2,5",M,27.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,2.5,"2,5",M,27.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,SIM
PAR,2.5,"2,5",M,32.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PAR,2.5,"2,5",M,32.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,2.5,"2,5",M,32.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,SIM
PAR,2.5,"2,5",M,42.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,2.5,"2,5",M,42.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,3.5,"3,5",F,27.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,NÃO
PAR,3.5,"3,5",F,37.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,SIM
PAR,3.5,"3,5",F,37.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,3.5,"3,5",F,37.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,NÃO
PAR,3.5,"3,5",F,42.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,NÃO
PAR,3.5,"3,5",F,42.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,3.5,"3,5",M,27.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,NÃO
PAR,3.5,"3,5",M,27.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,3.5,"3,5",M,37.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,NÃO
PAR,3.5,"3,5",M,42.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,NÃO
PAR,5.0,5,F,17.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PAR,5.0,5,F,22.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,SIM
PAR,5.0,5,F,27.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,SIM
PAR,5.0,5,F,32.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,SIM
PAR,5.0,5,F,37.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,NÃO
PAR,5.0,5,F,42.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PAR,5.0,5,F,47.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,NÃO
PAR,5.0,5,M,17.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PAR,5.0,5,M,27.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,5.0,5,M,32.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,SIM
PAR,5.0,5,M,37.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,5.0,5,M,37.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2022,NÃO
PAR,5.0,5,M,42.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,NÃO
PAR,5.0,5,M,47.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,SIM
PAR,5.0,5,M,52.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,SIM
PAR,5.0,5,M,57.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,SIM
PAR,5.0,5,M,57.0,TÉC,GT,SUB,P,VES,TÉC-GT-SUB,GT-P,GT-VES,2022,NÃO
PAR,,ND,F,17.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PAR,,ND,F,17.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PAR,,ND,F,22.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PAR,,ND,F,22.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,,ND,F,22.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,SIM
PAR,,ND,F,22.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2022,NÃO
PAR,,ND,F,27.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,SIM
PAR,,ND,F,27.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,,ND,F,27.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,,ND,F,32.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PAR,,ND,F,32.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PAR,,ND,F,32.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,SIM
PAR,,ND,F,32.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,SIM
PAR,,ND,F,37.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,SIM
PAR,,ND,F,37.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,NÃO
PAR,,ND,F,37.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,SIM
PAR,,ND,F,37.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,,ND,F,37.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,SIM
PAR,,ND,F,42.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PAR,,ND,F,47.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,NÃO
PAR,,ND,F,47.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,NÃO
PAR,,ND,F,52.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,SIM
PAR,,ND,F,57.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,,ND,M,17.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,NÃO
PAR,,ND,M,17.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PAR,,ND,M,17.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PAR,,ND,M,22.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,SIM
PAR,,ND,M,22.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,,ND,M,22.0,TÉC,GT,SUB,P,VES,TÉC-GT-SUB,GT-P,GT-VES,2022,SIM
PAR,,ND,M,22.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,SIM
PAR,,ND,M,22.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2022,SIM
PAR,,ND,M,27.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PAR,,ND,M,27.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,SIM
PAR,,ND,M,27.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,SIM
PAR,,ND,M,32.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PAR,,ND,M,32.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,,ND,F,22.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,SIM
PAR,,ND,M,32.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2022,SIM
PAR,,ND,M,37.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,NÃO
PAR,,ND,M,37.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,,ND,M,37.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,SIM
PAR,,ND,M,42.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,SIM
PAR,,ND,M,42.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,SIM
PAR,,ND,M,42.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2022,SIM
PAR,,ND,M,47.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PAR,,ND,M,47.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,,ND,M,47.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,,ND,M,47.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,SIM
PAR,,ND,M,47.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,SIM
PAR,,ND,M,57.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,SIM
PAR,,ND,M,57.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2022,SIM
PAR,,ND,M,62.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PAR,1.0,1,F,42.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2022,NÃO
PAR,1.0,1,F,42.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2022,SIM
PAR,0.5,"0,5",M,32.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,0.5,"0,5",M,32.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,0.5,"0,5",M,32.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PAR,0.5,"0,5",M,32.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,SIM
PRE,0.5,"0,5",F,17.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PRE,0.5,"0,5",F,17.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PRE,0.5,"0,5",F,17.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PRE,0.5,"0,5",F,17.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PRE,0.5,"0,5",F,22.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,NÃO
PRE,0.5,"0,5",F,22.0,TÉC,GT,SUB,P,VES,TÉC-GT-SUB,GT-P,GT-VES,2022,NÃO
PRE,0.5,"0,5",F,22.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PRE,0.5,"0,5",F,22.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PRE,0.5,"0,5",F,22.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,SIM
PRE,0.5,"0,5",F,22.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,NÃO
PRE,0.5,"0,5",F,22.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2022,SIM
PRE,0.5,"0,5",F,27.0,TÉC,GT,SUB,P,VES,TÉC-GT-SUB,GT-P,GT-VES,2022,SIM
PRE,0.5,"0,5",F,27.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2022,SIM
PRE,0.5,"0,5",F,32.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,SIM
PRE,0.5,"0,5",F,32.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,SIM
PRE,0.5,"0,5",F,32.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,0.5,"0,5",F,32.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,0.5,"0,5",F,32.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,SIM
PRE,0.5,"0,5",F,37.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PRE,0.5,"0,5",F,37.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,SIM
PRE,0.5,"0,5",F,37.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,SIM
PRE,0.5,"0,5",F,37.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,SIM
PRE,0.5,"0,5",F,42.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,NÃO
PRE,0.5,"0,5",F,47.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,SIM
PRE,0.5,"0,5",F,47.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,SIM
PRE,0.5,"0,5",M,22.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,NÃO
PRE,0.5,"0,5",M,22.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,0.5,"0,5",M,22.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,0.5,"0,5",M,22.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,0.5,"0,5",M,22.0,TÉC,GT,SUB,P,VES,TÉC-GT-SUB,GT-P,GT-VES,2022,NÃO
PRE,0.5,"0,5",M,22.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PRE,0.5,"0,5",M,22.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PRE,0.5,"0,5",M,22.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,SIM
PRE,0.5,"0,5",M,22.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,NÃO
PRE,0.5,"0,5",M,22.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,SIM
PRE,0.5,"0,5",M,27.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,SIM
PRE,0.5,"0,5",M,27.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,0.5,"0,5",M,27.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,SIM
PRE,0.5,"0,5",M,27.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2022,SIM
PRE,0.5,"0,5",M,27.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,SIM
PRE,0.5,"0,5",M,32.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PRE,0.5,"0,5",M,32.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,SIM
PRE,0.5,"0,5",M,32.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,0.5,"0,5",M,37.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PRE,0.5,"0,5",M,37.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,NÃO
PRE,0.5,"0,5",M,37.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,SIM
PRE,0.5,"0,5",M,37.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,SIM
PRE,0.5,"0,5",M,42.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,NÃO
PRE,0.5,"0,5",M,42.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,0.5,"0,5",M,42.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,SIM
PRE,0.5,"0,5",M,47.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2022,SIM
PRE,1.0,1,F,17.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PRE,1.0,1,F,22.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,NÃO
PRE,1.0,1,F,22.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2022,SIM
PRE,1.0,1,F,27.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,SIM
PRE,1.0,1,F,27.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2022,SIM
PRE,1.0,1,F,32.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,SIM
PRE,1.0,1,F,32.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,SIM
PRE,1.0,1,F,37.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,SIM
PRE,1.0,1,F,42.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,SIM
PRE,1.0,1,F,42.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,SIM
PRE,1.0,1,F,47.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PRE,1.0,1,F,52.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PRE,1.0,1,F,62.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PRE,1.0,1,M,22.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,SIM
PRE,1.0,1,M,27.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PRE,1.0,1,M,27.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,1.0,1,M,27.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,1.0,1,M,27.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,1.0,1,M,27.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,SIM
PRE,1.0,1,M,27.0,TÉC,GT,SUB,P,VES,TÉC-GT-SUB,GT-P,GT-VES,2022,SIM
PRE,1.0,1,M,27.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,NÃO
PRE,1.0,1,M,27.0,TÉC,TA,SUB,P,NOT,TÉC-TA-SUB,TA-P,TA-NOT,2022,SIM
PRE,1.0,1,M,32.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,SIM
PRE,1.0,1,M,37.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,1.0,1,M,42.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,1.5,"1,5",F,22.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,NÃO
PRE,1.5,"1,5",F,22.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,SIM
PRE,1.5,"1,5",F,27.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PRE,1.5,"1,5",F,32.0,TÉC,CE,SUB,D,NSA,TÉC-CE-SUB,CE-D,CE-NSA,2022,SIM
PRE,1.5,"1,5",F,32.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,1.5,"1,5",M,32.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,1.5,"1,5",M,32.0,TÉC,SJ,SUB,P,NOT,TÉC-SJ-SUB,SJ-P,SJ-NOT,2022,SIM
PRE,1.5,"1,5",M,42.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,1.5,"1,5",M,47.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PRE,2.5,"2,5",F,22.0,TÉC,SJ,INT,P,INT,TÉC-SJ-INT,SJ-P,SJ-INT,2022,SIM
PRE,2.5,"2,5",M,22.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,2.5,"2,5",M,27.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,2.5,"2,5",M,37.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,2.5,"2,5",M,42.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,SIM
PRE,2.5,"2,5",M,42.0,TÉC,GT,SUB,P,VES,TÉC-GT-SUB,GT-P,GT-VES,2022,NÃO
PRE,2.5,"2,5",M,52.0,TÉC,GT,SUB,P,INT,TÉC-GT-SUB,GT-P,GT-INT,2022,NÃO
PRE,3.5,"3,5",M,37.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,SIM
PRE,5.0,5,F,37.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PRE,5.0,5,F,52.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,SIM
PRE,5.0,5,F,62.0,EST,THL,NSA,D,NSA,EST-THL-NSA,THL-D,THL-NSA,2022,NÃO
PRE,5.0,5,M,37.0,TÉC,SJ,SUB,P,VES,TÉC-SJ-SUB,SJ-P,SJ-VES,2022,SIM
PRE,5.0,5,M,37.0,TÉC,TI,SUB,P,NOT,TÉC-TI-SUB,TI-P,TI-NOT,2022,SIM
